network_id,partner_venue_id,venue name,gvt,gvt_seconds,dwell_time,cpm_floor_cents,latitude,longitude,venue_type,tab_panel_id,street_address,city,state,activation_date,exclude_direct,exclude_audience
REQUIRED,REQUIRED,REQUIRED (for creation),REQUIRED (for creation),REQUIRED (for creation),REQUIRED (for creation),REQUIRED (for creation),REQUIRED (for creation),REQUIRED (for creation),REQUIRED (for creation),OPTIONAL (for creation),OPTIONAL (for creation),OPTIONAL (for creation),OPTIONAL (for creation),OPTIONAL (for creation),OPTIONAL (for creation),OPTIONAL (for creation)
